time,flux,flux_err,trend
2457282.74075,0.9965527318248832,,0.9993920719309157
2457282.74151,0.997024133502739,,0.9994220862683509
2457282.7422700003,0.995653705284628,,0.9993558722011744
2457282.74303,1.0001731302525634,,0.999390660249971
2457282.74379,1.0015905595303707,,0.9994569165439922
2457282.74455,0.9942324066473042,,0.9995197197504591
2457282.7453099997,0.9963949730965511,,0.9995671814315709
2457282.74609,1.0024918581995645,,0.9996304351725476
2457282.74685,0.9934808441003395,,0.9996811804922691
2457282.74761,0.9999287589937123,,0.9997021335106966
2457282.74837,1.0010244776917074,,0.9997582372357199
2457282.74913,1.0055468105117644,,0.9997470330967437
2457282.74989,1.0013562757163657,,0.999739599285439
2457282.75065,1.0013754342574859,,0.9998002657477049
2457282.75141,1.0005844610520336,,0.999853859970741
2457282.75218,0.9996324480693365,,0.99984778433996
2457282.75294,1.0006544331428628,,0.9997882040021057
2457282.7537,0.9961355485845879,,0.9997467862890275
2457282.75446,0.9987286991898586,,0.9998016957440911
2457282.75522,1.0025709043946953,,0.9998016957440911
2457282.75598,0.9998307394555762,,0.9998053482103568
2457282.7567,0.9994197005136636,,0.999749535683494
2457282.75746,0.9989175894094469,,0.9997338081827526
2457282.75822,0.9961286511082271,,0.9997942735825674
2457282.75898,0.9998498632496184,,0.999744267538478
2457282.75974,0.994700146765968,,0.9997989263631392
2457282.7605,1.0012104833718627,,0.9997903090723175
2457282.76122,0.9987961132535385,,0.9997506172340356
2457282.76194,0.9993814401877774,,0.9998030211112303
2457282.7627,0.9979250257236558,,0.9998132154281381
2457282.76346,0.9978608287627394,,0.9998132154281381
2457282.7642200002,0.9968405696555549,,0.9998132154281381
2457282.765,1.0037167626421288,,0.9998132154281381
2457282.76572,1.0051817192381711,,0.9997834707676978
2457282.76647,1.0051463378434256,,0.9998101883205279
2457282.76723,1.0025679868862225,,0.9998611106079097
2457282.76799,1.0031537783747002,,0.9998755021432169
2457282.76875,1.0026699529522962,,0.9998463576814853
2457282.76951,1.0059323352334808,,0.9998554132744464
2457282.77028,1.0036841408561203,,0.9998721705260217
2457282.77331,1.000992141874916,,0.9998907709837019
2457282.77408,1.003876435740176,,0.9998559721420545
2457282.77484,1.007705760477753,,0.9998878427411957
2457282.77561,1.0000403821627877,,0.9999084280962762
2457282.77637,0.9977839627801764,,0.9999420619247542
2457282.77713,0.9998458257728409,,0.999904291303062
2457282.77789,1.0009710391269298,,0.9998600737614214
2457282.77865,1.0031235464467148,,0.9998138754470414
2457282.77941,1.0039126512744392,,0.9997921563885459
2457282.78017,1.0063281588229915,,0.9998137910480658
2457282.78093,0.9940535733233676,,0.9998132030940649
2457282.78169,1.002910250208287,,0.9997672337479024
2457282.78245,1.0052561901234818,,0.999815156713827
2457282.78321,1.0014740762971204,,0.9998170538692783
2457282.78397,1.0018040319225454,,0.999818681883347
2457282.78473,1.0009640250590783,,0.9998585539746995
2457282.78549,0.9964077894647182,,0.9998495388771994
2457282.7863,1.003619155451645,,0.9998928038864987
2457282.78707,1.0054103269508194,,0.9998630479622664
2457282.78785,0.9951845332601817,,0.9998711607767771
2457282.78867,1.007471950376618,,0.9999181416112736
2457282.78945,1.0016047320491812,,0.9999639696748962
2457282.79021,1.004369242125785,,0.9999704463659469
2457282.79097,1.000765003478784,,0.9999554290849343
2457282.7918,1.0046006546233037,,0.9999136555900284
2457282.79256,1.0003815841106805,,0.9999236999597559
2457282.79332,0.9965028652254,,0.9998816707922923
2457282.79408,1.00011788645692,,0.9999145195570548
2457282.79484,0.995545489957394,,0.9998733144877229
2457282.7956,0.9908717621509942,,0.9999176143320093
2457282.79636,0.9960377776346382,,0.9999176143320093
2457282.7971200002,0.993912113914498,,0.9999176143320093
2457282.79788,0.9922207320604405,,0.9999176143320093
2457282.79864,0.9955739189468669,,0.9999176143320093
2457282.7994,0.9940513023402097,,0.9999176143320093
2457282.8001599996,0.9938511400580567,,0.9999176143320093
2457282.8009200003,0.9949556846942239,,0.9999176143320093
2457282.80168,0.996927307701936,,0.9999176143320093
2457282.80244,0.9990220531227527,,0.9999176143320093
2457282.8032,0.9950525996983397,,0.9999176143320093
2457282.8039599997,0.9966920952033834,,0.9999176143320093
2457282.80711,1.0027908732545834,,0.9999176143320093
2457282.80787,0.9940491439721204,,0.9999176143320093
2457282.80863,0.9912778365775133,,0.9999176143320093
2457282.80939,0.997772299618316,,0.9999176143320093
2457282.81015,0.9952927060308977,,0.9999176143320093
2457282.81091,0.9980141739425296,,0.9999176143320093
2457282.81167,0.9981168233417357,,0.9999176143320093
2457282.81243,0.998659985223831,,0.9999176143320093
2457282.81319,1.0015743319845685,,0.9999176143320093
2457282.81395,0.9996682365486528,,0.9999176143320093
2457282.81472,0.9997692411115651,,0.9999176143320093
2457282.81549,1.0003284312217315,,0.9999176143320093
2457282.81625,1.001359364874489,,0.9999500727476652
2457282.81701,0.9938730954136563,,0.9999801976951456
2457282.81777,1.0016322214764337,,1.0000209816516825
2457282.81853,1.005785712191646,,1.0000267587938039
2457282.8193200002,1.0047300041535705,,1.0000163885901112
2457282.8201,1.0029249911209008,,1.0000611853186998
2457282.8209,1.0057187566165449,,1.0000964616360624
2457282.82166,1.0094927536541343,,1.0000769976876096
2457282.82242,1.0009786342298408,,1.0001230656792168
2457282.82318,1.0040193929934356,,1.000128074690677
2457282.82395,0.9989302831480448,,1.0001215337309945
2457282.82472,0.9991159371509774,,1.000078909150576
2457282.82549,1.0079608735296823,,1.0000680523882075
2457282.8262400003,1.0092224307131967,,1.0000553574442692
2457282.8270099997,0.9993366590033649,,1.0000529246012868
2457282.82777,0.9942365064675746,,1.0000606502816207
2457282.8286099997,0.9966524579644833,,1.0000571619670695
2457282.82945,1.0042605221173202,,1.0000953351548483
2457282.8302599997,0.999953649626376,,1.0000893400913369
2457282.83103,0.9945103646439305,,1.0000948040807534
2457282.8318,0.9986338721176545,,1.0001039933291602
2457282.83257,1.0077074041383667,,1.0001197642405577
2457282.83333,0.9950264359329375,,1.0001604844766898
2457282.83414,1.0046565548952895,,1.0001669640421889
2457282.8349,0.9989997703767414,,1.0002170458388875
2457282.83567,0.9963433801702415,,1.0002082871812894
2457282.83644,1.0041557482907049,,1.0002268387667135
2457282.8372,1.00041753577497,,1.0002375705013198
2457282.8405400002,0.9972114412717789,,1.0002950919075009
2457282.8413,1.001762877410375,,1.0002493974666735
2457282.84208,1.0046666538136053,,1.0002017004502695
2457282.84284,1.0009783389678513,,1.0001760701220754
2457282.84362,0.9971037622726693,,1.000143016586185
2457282.84438,1.0006668187378565,,1.0001152905989465
2457282.84515,1.0013741797178717,,1.0000595881702192
2457282.8459099997,0.9954469127939652,,1.000019988966328
2457282.84667,0.9961070119455238,,1.000019988966328
2457282.84745,1.0055697098122862,,1.000019988966328
2457282.84822,1.004558818798934,,1.000019988966328
2457282.84898,0.996942787647284,,1.0000104629254112
2457282.84974,1.0029339310394776,,0.999966061434889
2457282.8505,1.0018787844426782,,0.9999021342238659
2457282.85126,1.003238376839705,,0.9999019889127172
2457282.85202,0.9961255165476526,,0.999931131188368
2457282.85278,0.994788673403321,,0.9999351381859064
2457282.85355,0.9940582606759071,,0.9999227177644845
2457282.85432,0.9979333997424472,,0.9998882674450189
